id,title,description,tags,creator_id,created_at,popularity_score,likes_count,views_count,shares_count
1062,Yoga Class,Morning yoga session for fitness and relaxation (Beginner Friendly),"fitness,wellness",218,2025-08-02,8.9,9,171,40
1063,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",236,2025-02-05,3.8,1,63,5
1064,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",246,2025-05-05,9.1,2,333,9
1065,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",202,2025-07-01,2.1,79,206,45
1066,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",222,2025-02-28,9.3,48,136,41
1067,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",209,2025-07-30,6.6,9,180,48
1068,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",205,2025-03-07,1.3,88,227,27
1069,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",208,2025-05-20,0.7,14,377,34
1070,Pottery Class,Weekly pottery classes for beginners (Join Now),"art,crafts",244,2025-02-11,8.5,57,224,3
1071,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",217,2025-06-20,8.9,100,254,17
1072,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",211,2025-08-05,2.8,21,421,18
1073,Book Club,Monthly book discussions on contemporary literature (Beginner Friendly),"books,community",225,2025-08-10,9.4,41,184,8
1074,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",248,2025-01-25,2.2,62,482,48
1075,Yoga Class,Morning yoga session for fitness and relaxation (Join Now),"fitness,wellness",219,2025-03-08,1.5,56,313,8
1076,Block Movie Night,Outdoor movie screening every Friday evening (Beginner Friendly),"movies,entertainment",222,2025-04-23,6.1,36,243,45
1077,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",216,2025-01-13,7.0,78,373,21
1078,Block Movie Night,Outdoor movie screening every Friday evening (Limited Slots),"movies,entertainment",238,2025-03-07,4.9,18,375,50
1079,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",209,2025-03-10,1.2,87,451,5
1080,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",249,2025-05-21,4.8,16,27,50
1081,Tech Talk,Presentations on emerging technologies (Limited Slots),"technology,education",246,2025-06-21,8.7,60,234,34
1082,Tech Talk,Presentations on emerging technologies (Weekly Session),"technology,education",230,2025-01-29,0.1,38,160,38
1083,Cycling Group,Weekend cycling tours around the city (Limited Slots),"sports,outdoors",237,2025-07-07,7.0,26,443,14
1084,Food Festival,Block B food festival featuring local cuisine (Beginner Friendly),"food,event",237,2025-03-19,2.0,93,436,22
1085,Cooking Workshop,Hands-on cooking workshops for healthy meals (Limited Slots),"food,education",203,2025-05-04,9.0,65,229,16
1086,Cooking Workshop,Hands-on cooking workshops for healthy meals (Join Now),"food,education",203,2025-02-10,8.5,95,310,13
1087,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Limited Slots),"gardening,workshop",201,2025-05-14,7.3,12,301,9
1088,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Beginner Friendly),"gardening,workshop",238,2025-08-08,8.6,72,409,50
1089,Pet Meetup,Meet and share fun activities for your pets (Join Now),"pets,community",211,2025-04-26,1.5,7,376,34
1090,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",227,2025-01-31,4.2,41,443,29
1091,Cycling Group,Weekend cycling tours around the city (Beginner Friendly),"sports,outdoors",208,2025-04-06,5.7,35,34,50
1092,Cycling Group,Weekend cycling tours around the city (Join Now),"sports,outdoors",250,2025-03-17,5.2,86,49,41
1093,Yoga Class,Morning yoga session for fitness and relaxation (Limited Slots),"fitness,wellness",212,2025-04-10,0.1,80,120,42
1094,Yoga Class,Morning yoga session for fitness and relaxation (Weekly Session),"fitness,wellness",227,2025-02-06,4.2,43,188,28
1095,Block Movie Night,Outdoor movie screening every Friday evening (Weekly Session),"movies,entertainment",207,2025-06-01,0.1,0,213,18
1096,Tech Talk,Presentations on emerging technologies (Beginner Friendly),"technology,education",205,2025-08-06,4.8,65,130,2
1097,Pottery Class,Weekly pottery classes for beginners (Weekly Session),"art,crafts",223,2025-07-10,6.2,87,219,23
1098,Gardening Workshop,Learn to plant seasonal vegetables & flowers (Join Now),"gardening,workshop",235,2025-03-02,1.1,22,135,27
1099,Food Festival,Block B food festival featuring local cuisine (Weekly Session),"food,event",249,2025-07-20,3.4,9,474,25
1100,Cycling Group,Weekend cycling tours around the city (Weekly Session),"sports,outdoors",230,2025-01-09,9.5,89,163,48
